code,title
32306,SIAM J. Imaging Sciences
32307,ICONIP (6)
32308,IFTC
32309,NORCAS
32310,Comp. Opt. and Appl.
32311,Optimization Methods and Software
32312,VLSIC
32313,JCP
32314,ICCDA
32315,ISAAC
32316,GeoRich@SIGMOD
32317,INISTA
32318,Evolutionary Computation
32319,MLHC
32320,Integrated Computer-Aided Engineering
32321,IJBIC
32322,LSSC
32323,ICALP (1)
32324,SummerSim
32325,Handbook of Computational Social Choice
32326,Information Systems Research
32327,Marketing Science
32328,ALTA
32329,Multimodal Location Estimation of Videos and Images
32330,EthNLP@EACL
32331,ICIOT
32332,AIMS@SERVICES
32333,TRUST@AAMAS
32334,JORS
32335,Oper. Res. Lett.
32336,MIPR
32337,CHASE
32338,ISBRA
32339,Earth Observing Systems
32340,BRACIS
32341,CMSB
32342,ICMAI
32343,SOHOMA
32344,ICTC
32345,ADKDD@KDD
32346,Speech Communication
32347,ISCSLP
32348,SIGHAN@IJCNLP
32349,APCCM
32350,ACCV (4)
32351,GeNeMe
32352,SpringSim (HPS)
32353,HASE
32354,CAMAD
32355,IJMIC
32356,CISS
32357,LCN Workshops
32358,Foundations and Trends in Electronic Design Automation
32359,CrownCom
32360,NTMS
32361,Urb-IoT
32362,IJCAT
32363,WHISPERS
32364,DSN Workshops
32365,CCKS Tasks
32366,ECCV (9)
32367,ACM Trans. Comput. Log.
32368,SE/SWM
32369,ETRA
32370,FairWare@ICSE
32371,CBMS
32372,FCA4AI@ECAI
32373,ECIS
32374,NordiCHI
32375,Datenschutz und Datensicherheit
32376,Int. J. Approx. Reasoning
32377,SSN-TC/OrdRing@ISWC
32378,AI Commun.
32379,From Database to Cyber Security
32380,Theory and Models for Cyber Situation Awareness
32381,SUM
32382,Terrorism Security and Computation
32383,Data Management in Pervasive Systems
32384,Advances in Information Security
32385,Inf. Wiss. & Praxis
32386,Online Social Networks and Media
32387,Wiki@ICWSM
32388,WiNTECH@MobiCom
32389,MCS@MobiCom
32390,Math. Program.
32391,Internet Mathematics
32392,Handbook of Big Data
32393,IEEE Trans. Information Theory
32394,ChineseCSCW
32395,AI EDAM
32396,EISIC
32397,ChinaCom (1)
32398,IDC
32399,INTERACT (2)
32400,Tangible and Embedded Interaction
32401,ECMS
32402,DMRS
32403,DSD
32404,FutureMobileUI@MobiSys
32405,IEEE Micro
32406,SpringSim (HPC)
32407,MONAMI
32408,Handbook of Big Data Technologies
32409,Handbook on Data Centers
32410,EuroPLoP
32411,BPMDS/EMMSAD@CAiSE
32412,ICSA
32413,CBSE
32414,CLOSER (2)
32415,MoDELS
32416,WICSA
32417,CLOSER
32418,ECSA
32419,Transactions on Pattern Languages of Programming
32420,Health Informatics Journal
32421,ICEIS (Revised Selected Papers)
32422,QTOP@NetSys
32423,CIoT
32424,CLOSER (Selected Papers)
32425,Cloud Forward
32426,WEBIST (1)
32427,ZEUS
32428,Handbook on Business Process Management (1)
32429,ICCI*CC
32430,FMEC
32431,SDS
32432,The Essence of Software Engineering
32433,IISSC/CN4IoT
32434,COMPLEXIS
32435,ICSOFT-EA
32436,Smart-CT
32437,EAI Endorsed Trans. Collaborative Computing
32438,UCUI@CIKM
32439,PESOS@ICSE
32440,Green in Software Engineering
32441,Logic Journal of the IGPL
32442,J. Log. Comput.
32443,Front. Neurorobot.
32444,NWSearch@CIKM
32445,GECCO
32446,ASWEC (2)
32447,Big Data - Algorithms Analytics and Applications
32448,DS
32449,MALWARE
32450,QoMEX
32451,VizSEC
32452,HAICTA
32453,ICAIIC
32454,IJRIS
32455,Physical Communication
32456,Int. J. Systems Assurance Engineering and Management
32457,SIAM Journal of Applied Mathematics
32458,CoDIT
32459,IOLTS
32460,Middleware Industry
32461,TVX
32462,EuroVA@EuroVis
32463,IJDCF
32464,IEEE Trans. Control of Network Systems
32465,CSS
32466,ICCSA (2)
32467,Edutainment
32468,GameSec
32469,INCoS
32470,VRCAI
32471,IJAHUC
32472,CAD/Graphics
32473,MMAR
32474,ECCV (16)
32475,IT Professional
32476,INTERACT (4)
32477,BIC-TA (1)
32478,BIC-TA
32479,IJMSTR
32480,J. Intelligent Systems
32481,Glottometrics
32482,ECCV (10)
32483,SAMOS
32484,Int. J. Comput. Math.
32485,J. Simulation
32486,Kybernetes
32487,Journal of Quantitative Linguistics
32488,CloudComp
32489,TSA
32490,AMBN@JSAI-isAI
32491,UKSim
32492,HotPlanet@MobiCom
32493,ExploreDB@SIGMOD/PODS
32494,DySPAN
32495,ECCV (14)
32496,ECCV (13)
32497,Parallel Computing
32498,J. Optimization Theory and Applications
32499,Vehicular Communications
32500,Eurographics (Posters)
32501,ICWL Workshops
32502,International Journal of Uncertainty Fuzziness and Knowledge-Based Systems
32503,Softw. Test. Verif. Reliab.
32504,ICA3PP (Workshops)
32505,GSKI (2)
32506,ISMAR Adjunct
32507,UCC (Companion")
32508,MED
32509,DRR
32510,Int. J. Semantic Computing
32511,WiOpt
32512,BIRNDL@SIGIR (1)
32513,BIRNDL@JCDL
32514,Journal of Software: Evolution and Process
32515,PROFES
32516,NEW2AN
32517,CAIS
32518,ACII
32519,PEOPLES@COLING
32520,Propagation Phenomena in Real World Networks
32521,EventStory@Coling
32522,NKOS@TPDL
32523,NLPmJ@EMNLP
32524,J. Exp. Theor. Artif. Intell.
32525,CoCo@NIPS
32526,WFCS
32527,HPSR
32528,SIGGRAPH ASIA Mobile Graphics and Interactive Applications
32529,ICCST
32530,SiPS
32531,SC²
32532,IWDW
32533,Applied Mathematics and Computer Science
32534,CIT
32535,DARTS
32536,CP
32537,Haskell
32538,SP/SPE
32539,ER Workshops
32540,MIE
32541,Procesamiento del Lenguaje Natural
32542,CERI
32543,ICALP (2)
32544,ICST Trans. Security Safety
32545,ESSoS
32546,Healthcom
32547,ICDS
32548,ECCV Workshops (6)
32549,ISPE CE
32550,IST
32551,AVEC@MM
32552,Big-DAMA@SIGCOMM
32553,ITITS (1)
32554,NFMCP
32555,SIGSPATIAL PhD Symposium
32556,SpaCCS Workshops
32557,CEJOR
32558,WAIM Workshops
32559,Bildverarbeitung für die Medizin
32560,AIMS
32561,CoNLL Shared Task (1)
32562,FSMNLP
32563,SIGMORPHON
32564,FCST
32565,Louhi@EMNLP
32566,Wireless Power Transfer Algorithms Technologies and Applications in Ad Hoc Communication Networks
32567,DanaC@SIGMOD
32568,RAIT
32569,IberEval@SEPLN
32570,IJCNLP (Shared Tasks)
32571,MultiLingMine@ECIR
32572,FIRE Workshop
32573,FIRE Workshops
32574,ReTIS
32575,S+SSPR
32576,Cybersecurity
32577,J. Computer Virology and Hacking Techniques
32578,MTD@CCS
32579,IJICS
32580,SafeConfig@CCS
32581,Intelligent Methods for Cyber Warfare
32582,IDEAL (2)
32583,IJBPIM
32584,SITIS
32585,MEDES
32586,IJSSOE
32587,Ingénierie des Systèmes d'Information
32588,NETYS
32589,CFIP/NOTERE
32590,ACM Crossroads
32591,Foundations and Trends in Human-Computer Interaction
32592,SIGCSE Bulletin
32593,Inroads
32594,BDIOT
32595,IJBM
32596,J. Comb. Theory Ser. A
32597,BSN
32598,RWS
32599,MobileHealth@MobiHoc
32600,J. Information Science
32601,SAAM@ISWC
32602,SR+SWIT@ISWC
32603,LISC@ISWC
32604,SemStats@ISWC
32605,Adaptive Behaviour
32606,ECCV (6)
32607,ICCSCE
32608,Mobidata@MobiHoc
32609,JSW
32610,MCSoC
32611,VR
32612,BMSB
32613,KMO
32614,Big-O(Q)/DMAH@VLDB
32615,MLDM
32616,MPRSS
32617,APSEC Workshops
32618,ASE Workshops
32619,ACL (5)
32620,RoboNLP@ACL
32621,EVENTS@HLT-NAACL
32622,Anaphora Resolution - Algorithms Resources and Applications
32623,CoNLL Shared Task
32624,EURASIP J. Bioinformatics and Systems Biology
32625,ACCV (3)
32626,AVEC@ACM Multimedia
32627,FE@NIPS
32628,IJEA
32629,Data Techn. and Applic.
32630,SIAM J. Numerical Analysis
32631,Math. Comput.
32632,IJMC
32633,EJC
32634,ICSDM
32635,CoPDA@IS-EUD
32636,KSE
32637,IPSJ Trans. Computer Vision and Applications
32638,ISVC (2)
32639,FIRE
32640,Nano Comm. Netw.
32641,SECON Workshops
32642,LINKDEM@IJCAI
32643,ICT
32644,Fuzzy Sets and Systems
32645,CORIA-CIFED
32646,Document Numérique
32647,FASE
32648,The Art of Structuring
32649,DB&IS
32650,CAiSE Workshops
32651,GraMSec@FLoC
32652,ICSSP
32653,RuleML+RR
32654,Business & Information Systems Engineering
32655,Formal Asp. Comput.
32656,GraMSec@CSF
32657,Sideways@HT
32658,WS-FM
32659,The Complete Business Process Handbook Vol. I
32660,IJCLCLP
32661,Journal of Computational Neuroscience
32662,IEEE Trans. Haptics
32663,ICBC
32664,SIAM J. Math. Analysis
32665,HCI (10)
32666,ICIG (1)
32667,ITNAC
32668,MIUA
32669,MoWNet
32670,IJSPM
32671,Mathematical Social Sciences
32672,ACCV Workshops (2)
32673,MobiWac
32674,ACM Comm. Computer Algebra
32675,ICSPCS
32676,PERSUASIVE
32677,J. Hardware and Systems Security
32678,LATS
32679,VDAT
32680,ICCS (2)
32681,J. Network Syst. Manage.
32682,NCCET
32683,ACI
32684,ACE
32685,Advances in Computer Entertainment
32686,ICIDS
32687,HUMANIZE@IUI
32688,MUSA2@MM
32689,Large-Scale Visual Geo-Localization
32690,MMCommons@ACM Multimedia
32691,MMHealth@MM
32692,ImmersiveME@ACM Multimedia
32693,i-com
32694,AutomotiveUI
32695,HealthMedia@MM
32696,PerDis
32697,SAP
32698,SUI
32699,HCSE/HESSD
32700,Mensch & Computer
32701,MMHealth@ACM Multimedia
32702,EAI Endorsed Trans. Energy Web
32703,IxD&A
32704,MuVer@MM
32705,IHC
32706,Guide to Ambient Intelligence in the IoT Environment
32707,EAI Endorsed Trans. Context-aware Syst. & Appl.
32708,ASSRI
32709,Intelligent Decision Support Systems for Sustainable Computing
32710,LWDA
32711,EC-Web
32712,TOCE
32713,WEBIST (Revised Selected Papers)
32714,Front. Neuroinform.
32715,ISSI
32716,MMVR
32717,ACM Journal of Experimental Algorithmics
32718,LPAR
32719,SEA
32720,CSL
32721,IPCO
32722,Bulletin of the EATCS
32723,STACS
32724,ICPP Workshops
32725,Semantic Audio
32726,HPDC (Posters/Doctoral Consortium)
32727,AAAI Workshop: Computational Sustainability
32728,Handbook of Dynamic Data Driven Applications Systems
32729,SIMBig (Revised Selected Papers)
32730,Proceedings of Machine Learning Research
32731,Visual Informatics
32732,Nature
32733,The Review of Socionetwork Strategies
32734,PAC
32735,IJDWM
32736,UIC/ATC/ScalCom/CBDCom/IoP/SmartWorld
32737,Trans. Emerging Telecommunications Technologies
32738,NetEcon@SIGMETRICS
32739,Interfaces
32740,WAW
32741,ISAIM
32742,Int. J. Game Theory
32743,IET Software
32744,ICTCE
32745,Journal of Approximation Theory
32746,IWBBIO
32747,Computation
32748,JIKM
32749,WPA@MobiSys
32750,New Media & Society
32751,Statistics and Computing
32752,ACM Trans. Math. Softw.
32753,HCI (20)
32754,Annales des Télécommunications
32755,HCI (29)
32756,Cognition Technology & Work
32757,GHTC
32758,HCI (2)
32759,VLSI-SoC
32760,NEWCAS
32761,Int. J. Image Graphics
32762,ICCCS (4)
32763,IH&MMSec
32764,WIFS
32765,IIH-MSP
32766,CCTA
32767,J. Mobile Multimedia
32768,LIMITS
32769,QA@ACL
32770,UMCit@KDD
32771,SmartObjects@MobiCom
32772,APSys
32773,ISDA
32774,RECOMB
32775,LADC
32776,Influence and Behavior Analysis in Social Networks and Social Media
32777,Digital Investigation
32778,OJDB
32779,HistoInformatics@CIKM
32780,SLT
32781,OASICS
32782,RuleML+RR (Supplement)
32783,SIGLOG News
32784,Challenge+DC@RuleML
32785,CoNLL Shared Task (2)
32786,CSOS (2)
32787,SE4Science@ICSE
32788,AFEL@EC-TEL
32789,ICEGOV
32790,ARTEL@EC-TEL
32791,EDUCON
32792,BlackMirror@ISWC
32793,Open Data for Education
32794,USEWOD-PROFILES@ESWC
32795,LDQ@ESWC
32796,MobiGames@MobiSys
32797,DILS
32798,EC-TEL (Practitioner Proceedings)
32799,GRADES/NDA@SIGMOD/PODS
32800,EKM@EKAW
32801,iJEP
32802,BDC
32803,EvoMUSART
32804,RSP+QuWeDa@ESWC
32805,GSCL
32806,AALTD@PKDD/ECML
32807,DMNLP@PKDD/ECML
32808,SEAMS@ICSE
32809,LWA
32810,MISNC
32811,CSCloud/EdgeCom
32812,ICLP (Technical Communications)
32813,SmartBlock
32814,FLAP
32815,CEEC
32816,ESEM
32817,BIVPCS/POCUS@MICCAI
32818,SIGCOMM Posters and Demos
32819,Advances in Adaptive Data Analysis
32820,Journal of Computational Biology
32821,Discussiones Mathematicae Graph Theory
32822,ITITS (2)
32823,DISCS@SC
32824,BDCloud
32825,Internet-QoE@SIGCOMM
32826,Front. Digital Humanities
32827,J. Graph Algorithms Appl.
32828,CALDAM
32829,BELIV
32830,Graph Drawing
32831,I4CS
32832,AIIDE
32833,EMMCVPR
32834,Foundations and Trends in Web Science
32835,Computational Sustainability
32836,IVA
32837,AIPR
32838,ICC 2016
32839,MCV@MICCAI
32840,ACL (3)
32841,WISCS@CCS
32842,Immersive Analytics
32843,BDVA
32844,SDA@TPDL
32845,COMPSAC (Stephen S. Yau Academic Symposium)
32846,COUFLESS@ICSE
32847,MET@ICSE
32848,HiPC
32849,Cognitive Systems Research
32850,COMPLEX NETWORKS
32851,I3D
32852,Cloud Computing 2nd Ed.
32853,HPGP@HPDC
32854,X10@PLDI
32855,WAPI@ICSE
32856,ASE @ USENIX Security Symposium
32857,IEEE Communications Standards Magazine
32858,LISA
32859,Neuroinformatics
32860,ICCL
32861,Poly/DMAH@VLDB
32862,DOLAP
32863,KES Journal
32864,Applied Artificial Intelligence
32865,GEOINFO
32866,SBAC-PAD
32867,SIBGRAPI
32868,MDM (2)
32869,SBRC
32870,RCIS
32871,DATA (Revised Selected Papers)
32872,HPCS
32873,DAMDID/RCDL
32874,DAMDID/RCDL (Selected Papers)
32875,BeyondMR@SIGMOD
32876,WSP/WOMoCoE@ISWC
32877,BIS (Workshops)
32878,TISHW
32879,SLATE
32880,PROPOR
32881,EPIA
32882,PARCO
32883,IIR
32884,NLPLOD@RANLP
32885,Auton. Robots
32886,Techn. Analysis & Strat. Manag.
32887,IET Wireless Sensor Systems
32888,IJSI
32889,SEHS@ICSE
32890,ITST
32891,PCM (3)
32892,Annals of GIS
32893,IET Information Security
32894,ICN
32895,SIGGRAPH ASIA VR Showcase
32896,WOOT
32897,HASP@ISCA
32898,ECCV (12)
32899,CoVieW@MM
32900,Context-Enhanced Information Fusion
32901,IPMI
32902,RACS
32903,Adv. Artificial Intellegence
32904,Numerische Mathematik
32905,Organization Science
32906,ACA
32907,Issues in Quantitative Linguistics 4 (Dedicated to Reinhard Köhler on the occasion of his 65th birthday)
32908,Color Imaging: Displaying Processing Hardcopy and Applications
32909,Decision Sciences
32910,JETC
32911,Image Processing: Algorithms and Systems
32912,IJMSO
32913,J. Discrete Algorithms
32914,Mathematics in Computer Science
32915,JCSE
32916,IWOCA
32917,Social Network Based Big Data Analysis and Applications
32918,STACOM@MICCAI
32919,SECRYPT
32920,LADaS@VLDB
32921,ECSQARU
32922,ILP (Late Breaking Papers)
32923,EGC (best of volume)
32924,Revue d'Intelligence Artificielle
32925,Revue Internationale de Géomatique
32926,MultiTemp
32927,AALTD@PKDD/ECML (Revised Selected Papers)
32928,ICDSST
32929,IJAT
32930,CC-TEL/TACKLE@EC-TEL
32931,3DUI
32932,CrossLAK
32933,Graphical Models
32934,J. Phonetics
32935,Multiagent and Grid Systems
32936,ITITS
32937,IWBBIO (1)
32938,DLMIA/ML-CDS@MICCAI
32939,SPLC (2)
32940,ISSAC
32941,LSMS/ICSEE (2)
32942,SPLC (A)
32943,BMC Genomics
32944,TAP
32945,ICCSIP
32946,ICVES
32947,Finite Fields and Their Applications
32948,Phonetica
32949,ICPhS
32950,ISVLSI
32951,MeMeA
32952,NVMSA
32953,CTW
32954,J. Comm. Inform. Networks
32955,Perform. Eval.
32956,GIIS
32957,MLSA@PKDD/ECML
32958,TMA
32959,WONS
32960,Culture Computing
32961,IJCRS (2)
32962,Artif. Intell. Research
32963,Adv. in Math. of Comm.
32964,ICCSP
32965,Applied Categorical Structures
32966,5G World Forum
32967,ECCV Workshops (4)
32968,ICECS
32969,ISOCC
32970,WTS
32971,J. London Math. Society
32972,5GWN
32973,ICFPT
32974,ICCMS
32975,SimuTools
32976,Gesture Recognition
32977,Arch. Math. Log.
32978,IJAMC
32979,IJMCMC
32980,IJMSSC
32981,IJSSCI
32982,FDTC
32983,GRMSE (1)
32984,ICESS
32985,Living Machines
32986,SIGGRAPH Asia Posters
32987,SINC
32988,MRDM@ECIR
32989,MACIS
32990,DIVANet@MSWiM
32991,RiTA
32992,ESOCC Workshops
32993,COSH/VisorHPC@HiPEAC
32994,PETRA
32995,MAICS
32996,LocalRec@SIGSPATIAL
32997,Solving Large Scale Learning Tasks
32998,MUD@ICML
32999,EG-ICE
33000,SpaCCS
33001,SoSE
33002,IET Biometrics
33003,WSC
33004,BIH
33005,ICINCO (Selected Papers)
33006,ICPC
33007,Advances in Computers
33008,MASA
33009,SBST@ICSE
33010,AST@ICSE
33011,RWDSL@CGO
33012,RC
33013,Quantum Information & Computation
33014,HPEC
33015,ADMS/IMDM@VLDB
33016,CW
33017,J. Clinical Bioinformatics
33018,SMBM
33019,COLD
33020,eBISS
33021,NAACL-HLT (Demonstrations)
33022,SIAM Review
33023,MIE@ICMI
33024,CCCV (3)
33025,ADMS@VLDB
33026,ICGT
33027,Domain Adaptation in Computer Vision Applications
33028,ECCV Workshops (3)
33029,Humanoids
33030,IJCNLP (Tutorial Abstracts)
33031,Rep4NLP@ACL
33032,IJCVR
33033,Learned Publishing
33034,BCI
33035,ALGOCLOUD
33036,TechDebt@ICSE
33037,IWSM-Mensura
33038,Open Computer Science
33039,Journal of Object Technology
33040,EFMI-STC
33041,ICT-EurAsia/CONFENIS
33042,AAAI Workshop: Expanding the Boundaries of Health Informatics Using AI
33043,J. Cybersecurity
33044,HCI (19)
33045,Information Security Journal: A Global Perspective
33046,SEM4HPC@HPDC
33047,EAI Endorsed Trans. Creative Technologies
33048,SCC@AsiaCCS
33049,EURASIP J. Audio Speech and Music Processing
33050,ESSCIRC
33051,SDF
33052,HVEI
33053,TACAS (1)
33054,FMCAD
33055,LCTES
33056,SYNT@CAV
33057,Dependable Software Systems Engineering
33058,Electr. J. Comb.
33059,SCAM
33060,WASPAA
33061,Scalable Computing: Practice and Experience
33062,ICST Workshops
33063,J. AIS
33064,Recommendation and Search in Social Networks
33065,ICDEc
33066,CSEDU (1)
33067,CSEDU (Selected Papers)
33068,MetaSel@PKDD/ECML
33069,FOCI @ USENIX Security Symposium
33070,E-VOTE-ID
33071,CyberICS/WOS-CPS@ESORICS
33072,VOTE-ID
33073,SIGMOD PhD Symposium
33074,AAMAS Workshops (Selected Papers)
33075,IEEE Trans. Cogn. Comm. & Networking
33076,FDIA
33077,ACII Workshops
33078,AffComp@IJCAI
33079,AAIM
33080,ITcon
33081,RoboCup
33082,Journal of Geographical Systems
33083,J. Semantics
33084,EIT
33085,LAW@ACL
33086,iPRES
33087,CHANTS@MobiCom
33088,AAAI Workshop: WWW and Population Health Intelligence
33089,ISCO
33090,IWGS@SIGSPATIAL
33091,AI*CH@AI*IA
33092,IWCTS@SIGSPATIAL
33093,NVMTS
33094,MMSports@MM
33095,Multimedia Data Mining and Analytics
33096,ReQuEST@ASPLOS
33097,MAPL@PLDI
33098,TIML@ISCA
33099,WEBIST (2)
33100,DCC
33101,ACM Trans. Social Computing
33102,Mechatronic Systems and Control
33103,HCI (4)
33104,Trans. Computational Collective Intelligence
33105,Personal Multimedia Preservation
33106,Softwaretechnik-Trends
33107,BIRTE
33108,RuSSIR
33109,PAP@PKDD/ECML
33110,ArgMining@EMNLP
33111,EACL (Software Demonstrations)
33112,ArgMining@HLT-NAACL
33113,IEEE Trans. Signal and Information Processing over Networks
33114,APRES
33115,IoPARTS@MobiSys
33116,Adv. Software Engineering
33117,CMCSN
33118,IWINAC (2)
33119,NordSec
33120,SCOPE@CPSWeek
33121,HBU
33122,MATES@VLDB
33123,SoGood@ECML-PKDD
33124,Advances in Intelligent Systems and Computing
33125,eHealth
33126,DMAH@VLDB
33127,CRV
33128,ISNCC
33129,ISVC
33130,Int. J. of Applied Metaheuristic Computing
33131,IWSDA
33132,PhyCS
33133,International Journal of Computational Intelligence and Applications
33134,IJHISI
33135,RAIRO - Theor. Inf. and Applic.
33136,Hot Chips Symposium
33137,IAS Annual Meeting
33138,InterOSS@IoT
33139,VLSI Circuits
33140,IFSA-EUSFLAT
33141,RAM/CIS
33142,J. Integrated Design & Process Science
33143,J. Global Optimization
33144,NLP-TEA@IJCNLP
33145,KHD@IJCAI
33146,Kaleidoscope
33147,Trans. Data Privacy
33148,Texts in Computer Science
33149,AISec@CCS
33150,ACM Trans. Program. Lang. Syst.
33151,ICE/ITMC
33152,QuASoQ/TDA@APSEC
33153,EAI Endorsed Trans. Indust. Netw. & Intellig. Syst.
33154,J. Applied Logic
33155,Journal of Graph Theory
33156,J. Knowledge Management
33157,FCV
33158,IWOST-2
33159,IWOST-1
33160,RTNS
33161,PAKDD (Workshops)
33162,CLPsych@NAACL-HTL
33163,Document Recognition and Retrieval
33164,DMSVIVA
33165,SIGGRAPH Posters
33166,AfriCHI
33167,NEWS@ACL
33168,BEA@EMNLP
33169,CLfL@NAACL-HLT
33170,CHI PLAY
33171,Studies on the Semantic Web
33172,IJIDE
33173,ADHS
33174,IEEE Trans. Games
33175,BlackboxNLP@EMNLP
33176,SwissText
33177,VL@EACL
33178,COMMONSENSE
33179,LT4DH@COLING
33180,BIOINFORMATICS
33181,EAMT
33182,SLAM@ACM Multimedia
33183,SEFAIAS@ICSE
33184,IHM
33185,SSN@ISWC
33186,WMT (shared task)
33187,DSH
33188,IC
33189,RecTour@RecSys
33190,#Microposts
33191,SAVE-SD@WWW
33192,EGOSE
33193,ICE-B
33194,RuleML (Supplement)
33195,COLD@ISWC
33196,NoISE@ESWC
33197,J. Multimodal User Interfaces
33198,CICSyN
33199,GRAPP
33200,IoT 360 (2)
33201,SGAMES
33202,CWSN
33203,HLDVT
33204,MBMV
33205,MEMOCODE
33206,SyDe Summer School
33207,VMCAI
33208,ISMAR
33209,ICIAR
33210,FORTE
33211,FoSSaCS
33212,NFM
33213,SPNLP@EMNLP
33214,J. Cryptographic Engineering
33215,TrustED@CCS
33216,ICMB
33217,BIOSIGNALS
33218,Handbook of Mobile Data Privacy
33219,Emotions and Personality in Personalized Services
33220,DigitalBioMarker@MobiSys
33221,IML
33222,NetSys
33223,CHANTS@MOBICOM
33224,Reproducibility@SIGCOMM
33225,I. J. Law and Information Technology
33226,INC
33227,J. Heuristics
33228,AINTEC
33229,IFIPTM
33230,DIYNetworking@MobiSys
33231,AIR
33232,LATIN
33233,FSTTCS
33234,I. J. Humanoid Robotics
33235,J. Low Power Electronics
33236,ARITH
33237,IoTBDS
33238,VRIPHYS
33239,Int. J. Found. Comput. Sci.
33240,AniNex
33241,ICSCA
33242,Finance and Stochastics
33243,BioRob
33244,GRMSE (2)
33245,HSI
33246,IVS
33247,EMS
33248,ICB
33249,O-COCOSDA/CASLRE
33250,CTIC
33251,Symposium on Computational Geometry
33252,SIGARCH Computer Architecture News
33253,Order
33254,FUN
33255,MFCS (1)
33256,ETAA@ESORICS
33257,TinyToCS
33258,WOP@ISWC
33259,AI4KM@IJCAI
33260,Advances in Knowledge Representation Logic Programming and Abstract Argumentation
33261,ICFCA
33262,FCA4AI@IJCAI
33263,IWBIS
33264,Ontology Engineering with Ontology Design Patterns
33265,WOP
33266,Diversity++@ISWC
33267,FOIS
33268,NeSy
33269,CIARP
33270,Publications
33271,HotMiddlebox@SIGCOMM
33272,EdgeSys@MobiSys
33273,IOSec@RAID
33274,BADGERS@RAID
33275,e-Democracy
33276,EUROSEC
33277,REFSQ Workshops
33278,EuroSec@EuroSys
33279,WISTP
33280,Trans. Edutainment
33281,Middleware (Tutorials)
33282,Middleware (Posters)
33283,SERIAL@Middleware
33284,ACTIVE@Middleware
33285,Middleware Posters and Demos
33286,D-A-CH EI
33287,Formal Methods in System Design
33288,CAV (1)
33289,NL4AI@AI*IA
33290,AIC
33291,ISMM
33292,ACM Trans. Comput. Syst.
33293,PLOS@SOSP
33294,iJIM
33295,WearSys@MobiSys
33296,ATC@MobiCom
33297,VNC
33298,FEAST@CCS
33299,SMERP@ECIR
33300,HT (Extended Proceedings)
33301,IJIIT
33302,IJISSCM
33303,CyberSafety@CIKM
33304,P2P
33305,OST@ICDAR
33306,ICON
33307,LaTiCE
33308,GIL Jahrestagung
33309,KBNets@SIGCOMM
33310,International Teletraffic Congress
33311,PEOPLES@NAACL-HTL
33312,HAIS
33313,IoTofHealth@MobiSys
33314,NetEcon@EC
33315,CrossCloud@EuroSys
33316,ISTC
33317,Medical Imaging: Digital Pathology
33318,IJHPSA
33319,SOFL+MSVL
33320,ICSI (3)
33321,SIGITE
33322,ITiCSE-WGR
33323,CoRL
33324,LaCATODA@IJCAI
33325,CF
33326,ReConFig
33327,TRETS
33328,SocialSens@CPSWeek
33329,AAAI Workshop: AI for Smart Grids and Smart Buildings
33330,PaCT
33331,CSET @ USENIX Security Symposium
33332,SysTEX@Middleware
33333,ADF@KDD
33334,Data Analytics
33335,Theoretical Information Reuse and Integration
33336,WAOA
33337,ACHS@JCDL
33338,Haifa Verification Conference
33339,FABULOUS
33340,SIGACT News
33341,GeoLD-QuWeDa@ESWC
33342,PROFILES@ESWC
33343,BLINK@ISWC
33344,New Horizons for a Data-Driven Economy
33345,ESWC Developers Workshop
33346,HSCMA
33347,MIXDES
33348,Des. Codes Cryptography
33349,JRM
33350,ICISP
33351,ETS
33352,aiDM@SIGMOD
33353,Public Key Cryptography (1)
33354,FOSAD
33355,SCC@ASIACCS
33356,EPiC Series in Computing
33357,Human Factors
33358,CPAIOR
33359,Population Reconstruction
33360,GamifIR@SIGIR
33361,CLPsych@HLT-NAACL
33362,EM-GIS@SIGSPATIAL
33363,VaMoS
33364,MT@CPSWeek
33365,FMSEE&T@FM
33366,SEsCPS@ICSE
33367,IJDST
33368,IoT 360 (1)
33369,Progress in AI
33370,CarSys@MobiCom
33371,ACIIDS (2)
33372,Cyber Warfare
33373,Vorgehensmodelle
33374,SASO
33375,MODULARITY (Companion)
33376,COP@ECOOP
33377,Computer Supported Cooperative Work
33378,Synthesis Lectures on Assistive Rehabilitative and Health-Preserving Technologies
33379,Interacting with Computers
33380,EUMAS/AT
33381,SDN-NFV@CODASPY
33382,IEEE J. Emerg. Sel. Topics Circuits Syst.
33383,Queueing Syst.
33384,ICSPS
33385,ISSP
33386,Robustness in Econometrics
33387,J. Classification
33388,SETE@ICWL
33389,ICINCO (1)
33390,ICSON
33391,Financial Cryptography Workshops
33392,CSCML
33393,CCSW
33394,CPS-SPC@CCS
33395,CRYPTO (2)
33396,Algorithms for Next-Generation Sequencing Data
33397,LTA@MM
33398,Cognitive Internet of Things
33399,Trans. Computational Science
33400,IET Computers & Digital Techniques
33401,ICCIP
33402,Handbook of Science and Technology Convergence
33403,DSDIS
33404,Advanced Information and Knowledge Processing
33405,AAAI Workshop: AI for Transportation
33406,Sentiment Analysis and Ontology Engineering
33407,Synthesis Lectures on Information Security Privacy & Trust
33408,Journal of Interconnection Networks
33409,ISADS
33410,ICITCS
33411,Communication Research
33412,IoTBD
33413,SafeAI@AAAI
33414,Multiple-Valued Logic and Soft Computing
33415,OJIOT
33416,Statistical Methods and Applications
33417,CGI
33418,Computers
33419,SmartIoT@SEC
33420,AH
33421,IJDET
33422,HCI (9)
