author_id, first_publication_year, number_of_publications, number_of_first_author_publications, number_of_coauthors, affiliation 
3531, 2016, 9, 7, 41, 
3532, 1987, 193, 18, 749, Hong Kong University of Science and Technology
3533, 2012, 32, 14, 158, 
3534, 2015, 13, 7, 63, 
3535, 2011, 16, 8, 46, 
3536, 2009, 21, 9, 64, 
3537, 2009, 31, 14, 124, 
3538, 2012, 12, 2, 71, 
3539, 2015, 2, 0, 9, 
3540, 2011, 28, 17, 130, 
3541, 2012, 42, 13, 171, 
3542, 2004, 223, 31, 1080, 
3543, 1995, 475, 35, 1966, Max Planck Institute for Intelligent Systems Tübingen Germany
3544, 2010, 87, 25, 354, 
3545, 2001, 55, 14, 177, 
3546, 2014, 9, 2, 59, 
3547, 2013, 18, 7, 122, 
3548, 2016, 7, 7, 36, 
3549, 2009, 115, 41, 596, 
3550, 1999, 134, 50, 665, 
3551, 2008, 64, 19, 247, University of Würzburg Germany
3552, 2013, 11, 11, 32, 
3553, 2010, 60, 19, 188, 
3554, 2009, 32, 3, 139, 
3555, 2011, 12, 9, 42, 
3556, 2010, 24, 12, 82, 
3557, 2008, 45, 5, 186, 
3558, 2015, 10, 0, 61, 
3559, 2001, 202, 24, 1118, 
3560, 2016, 13, 9, 42, 
3561, 2000, 40, 8, 187, Fudan University School of Computer Science Shanghai China
3562, 2011, 31, 2, 141, University of Technology Sydney Broadway NSW Australia
3563, 1990, 358, 35, 1375, University of Technology Sydney Centre for Artificial Intelligence FEIT Ultimo NSW Australia
3564, 2010, 41, 21, 151, 
3565, 2013, 14, 7, 71, 
3566, 2010, 16, 8, 70, 
3567, 2013, 21, 10, 103, 
3568, 2014, 5, 0, 28, 
3569, 2008, 9, 3, 64, 
3570, 2009, 45, 14, 250, 
3571, 2015, 12, 9, 42, 
3572, 2002, 205, 88, 897, 
3573, 2015, 14, 8, 61, 
3574, 1992, 27, 16, 103, 
3575, 2009, 27, 8, 123, 
3576, 2002, 117, 32, 447, 
3577, 2016, 4, 0, 19, 
3578, 2009, 8, 3, 33, 
3579, 2001, 56, 8, 203, 
3580, 2014, 16, 12, 72, 
3581, 2014, 10, 8, 63, 
3582, 1987, 25, 14, 89, 
3583, 2002, 10, 3, 55, 
3584, 1997, 15, 2, 90, 
3585, 1998, 97, 37, 382, 
3586, 2016, 15, 1, 70, 
3587, 2013, 25, 9, 128, 
3588, 2010, 44, 5, 164, 
3589, 2015, 11, 6, 43, 
3590, 2010, 20, 8, 74, 
3591, 1999, 61, 7, 267, Northeastern University Boston USA
3592, 2012, 21, 13, 100, University of Glasgow School of Computing Science UK
3593, 2001, 99, 29, 493, 
3594, 2016, 24, 8, 121, 
3595, 2014, 44, 17, 208, Macquarie University Sydney Australia
3596, 2010, 45, 21, 168, 
3597, 2009, 13, 4, 45, 
3598, 2009, 253, 55, 1322, Tsinghua University Department of Electronic Engineering Beijing China
3599, 2002, 204, 23, 868, Georg August University of Göttingen Institute of Computer Science
3600, 2006, 237, 6, 1198, 
3601, 2008, 81, 23, 379, University of Deusto Bilbao Spain
3602, 2012, 31, 13, 117, 
3603, 2010, 20, 5, 75, AI2 Allen Institute for Artificial Intelligence Seattle US
3604, 1985, 221, 30, 733, Carnegie Mellon University Pittsburgh USA
3605, 2010, 49, 25, 153, Max Planck Institute for Informatics Saarbücken Germany
3606, 2014, 38, 12, 154, 
3607, 2000, 122, 61, 482, 
3608, 1995, 294, 122, 1195, 
3609, 2013, 9, 8, 22, University of Konstanz Germany
3610, 2008, 12, 9, 45, 
3611, 2011, 21, 12, 64, 
3612, 1992, 424, 41, 1736, Singapore Management University School of Information Systems Singapore
3613, 2013, 54, 23, 228, 
3614, 2012, 7, 4, 28, 
3615, 2010, 33, 9, 130, 
3616, 2000, 28, 21, 109, 
3617, 2011, 34, 7, 132, National Taiwan University Department of Library and Information Science Taipeh Taiwan
3618, 2003, 146, 12, 678, 
3619, 2015, 34, 15, 154, 
3620, 2008, 20, 4, 73, 
3621, 2008, 14, 7, 63, 
3622, 2012, 23, 8, 100, Google
3623, 2014, 48, 21, 188, 
3624, 2008, 44, 18, 189, 
3625, 2002, 29, 3, 127, 
3626, 2013, 8, 0, 31, 
3627, 2011, 10, 1, 47, 
3628, 2012, 23, 14, 84, 
3629, 2009, 56, 19, 228, 
3630, 2006, 37, 15, 160, 
3631, 2011, 26, 13, 121, University of California Santa Cruz USA
3632, 2005, 45, 8, 186, 
3633, 2015, 8, 4, 39, Simon Fraser University Burnaby Canada
3634, 2014, 30, 11, 133, 
3635, 2017, 10, 9, 40, 
3636, 2013, 50, 19, 248, 
3637, 2001, 794, 250, 3378, 
3638, 2003, 72, 28, 362, 
3639, 1991, 120, 17, 499, University of Hong Kong
3640, 2015, 26, 4, 144, 
3641, 1991, 201, 56, 940, The University of Western Australia
3642, 2008, 78, 13, 403, University at Albany - SUNY NY USA
3643, 2014, 30, 5, 209, University of Illinois at Urbana Champaign Urbana IL USA
3644, 2005, 108, 9, 754, 
3645, 2003, 246, 62, 1260, 
3646, 1998, 436, 128, 1829, 
3647, 1998, 318, 98, 1236, 
3648, 2009, 44, 10, 247, 
3649, 2007, 52, 11, 293, 
3650, 2007, 47, 22, 213, 
3651, 2012, 12, 10, 40, 
3652, 2013, 15, 5, 60, 
3653, 2013, 43, 11, 295, George Mason University Department of Information Science and Technology Fairfax VA USA
3654, 2012, 17, 5, 86, 
3655, 1993, 182, 45, 769, 
3656, 2002, 120, 36, 523, 
3657, 2003, 111, 23, 498, 
3658, 2004, 162, 20, 791, 
3659, 1991, 637, 248, 2702, 
3660, 1996, 440, 113, 2109, 
3661, 2000, 264, 122, 1175, 
3662, 2016, 11, 4, 61, 
3663, 2010, 33, 13, 111, 
3664, 2013, 29, 6, 100, CISPA Saarbrücken Germany
3665, 1999, 189, 39, 674, University of Luxembourg
3666, 2016, 3, 1, 12, 
3667, 2003, 80, 42, 324, 
3668, 2007, 112, 17, 417, 
3669, 2006, 52, 29, 144, 
3670, 2006, 23, 9, 120, 
3671, 2002, 32, 21, 121, 
3672, 2007, 78, 10, 275, 
3673, 2005, 38, 8, 177, 
3674, 2005, 145, 43, 701, 
3675, 1997, 48, 3, 207, 
3676, 2017, 5, 4, 16, 
3677, 2009, 91, 21, 348, 
3678, 2014, 9, 5, 29, 
3679, 2002, 89, 11, 342, Monash University Australia
3680, 1991, 585, 166, 2525, 
3681, 2014, 14, 9, 83, 
3682, 2004, 245, 90, 1130, 
3683, 2004, 53, 14, 243, Pennsylvania State University University Park PA USA
3684, 1992, 681, 83, 2922, Hong Kong Polytechnic University
3685, 2001, 67, 32, 362, 
3686, 2008, 27, 14, 112, University of California Santa Barbara Computer Science Department
3687, 2005, 147, 8, 614, 
3688, 2010, 113, 53, 435, Indraprastha Institute of Information Technology Delhi (IIIT-D) India
3689, 2013, 25, 14, 112, Hasso Plattner Institute Potsdam Germany
3690, 2005, 63, 9, 247, 
3691, 2006, 81, 25, 352, Hasso Plattner Institute Potsdam Germany
3692, 2012, 25, 9, 104, 
3693, 2006, 32, 3, 120, 
3694, 2015, 4, 2, 16, 
3695, 2010, 44, 22, 189, 
3696, 1999, 229, 107, 978, 
3697, 1999, 77, 10, 305, 
3698, 1992, 170, 18, 641, Purdue University West Lafayette USA
3699, 2010, 38, 19, 154, 
3700, 2011, 7, 6, 31, 
3701, 2004, 10, 2, 48, 
3702, 1998, 298, 113, 1244, 
3703, 2004, 200, 25, 880, 
3704, 2013, 17, 12, 51, 
3705, 2017, 2, 2, 8, 
3706, 2003, 10, 1, 32, 
3707, 1997, 103, 26, 289, Columbia University New York City USA
3708, 1999, 220, 109, 955, 
3709, 2004, 118, 12, 522, 
3710, 1988, 190, 33, 589, University of California Irvine USA
3711, 2016, 46, 38, 162, 
3712, 2007, 54, 10, 216, 
3713, 1993, 163, 9, 503, Nanyang Technological University Singapore Singapore
3714, 2003, 163, 38, 811, 
3715, 1994, 369, 159, 1653, 
3716, 2009, 17, 3, 88, 
3717, 2001, 195, 54, 858, 
3718, 2016, 7, 2, 24, 
3719, 2003, 31, 9, 163, 
3720, 2011, 23, 16, 87, 
3721, 2012, 21, 15, 85, 
3722, 2010, 40, 1, 204, 
3723, 2017, 5, 0, 38, 
3724, 2010, 13, 7, 50, 
3725, 2008, 30, 16, 97, 
3726, 1996, 116, 24, 329, MIT USA
3727, 2017, 4, 2, 17, 
3728, 1985, 119, 31, 321, EPFL Human-Computer Interaction Group Lausanne Switzerland
3729, 2013, 10, 9, 45, 
3730, 2012, 7, 0, 30, 
3731, 2015, 7, 2, 31, GESIS
3732, 1990, 129, 62, 553, 
3733, 2016, 12, 4, 77, 
3734, 2007, 67, 14, 337, Northwestern University Evanston IL USA
3735, 2010, 28, 19, 95, 
3736, 2013, 28, 16, 138, 
3737, 2015, 25, 6, 137, 
3738, 2014, 27, 13, 125, 
3739, 2007, 72, 43, 233, 
3740, 2008, 72, 9, 288, 
3741, 2006, 41, 7, 146, 
3742, 2013, 33, 17, 140, 
3743, 2009, 103, 43, 481, 
3744, 2010, 26, 11, 158, Zhejiang University Hangzhou China
3745, 2002, 195, 20, 981, Zhejiang University College of Computer Science and Technology Hangzhou China
3746, 1996, 305, 37, 1436, 
3747, 2009, 226, 52, 967, 
3748, 2010, 15, 5, 67, Max Planck Institute for Informatics Saarbücken Germany
3749, 2013, 9, 2, 47, Max Planck Institute for Informatics Saarbücken Germany
3750, 2001, 61, 31, 247, 
3751, 2010, 19, 10, 74, 
3752, 2009, 29, 13, 108, 
3753, 1987, 89, 29, 382, 
3754, 2002, 66, 6, 343, 
3755, 2006, 120, 24, 563, 
3756, 2004, 97, 18, 405, 
3757, 2011, 40, 4, 160, University of Oxford UK
3758, 2004, 107, 23, 360, 
3759, 2005, 44, 12, 164, Cardiff University Institute of Mechanical and Manufacturing Engineering UK
3760, 1996, 275, 48, 1108, 
3761, 2018, 2, 1, 8, 
3762, 2001, 62, 9, 185, 
3763, 2004, 37, 15, 149, Temple University Philadelphia PA USA
3764, 1996, 417, 112, 1659, 
3765, 2002, 130, 64, 480, University of Maryland College Park USA
3766, 2003, 84, 10, 349, University of Milano-Bicocca Italy
3767, 1987, 148, 73, 552, University of Illinois at Chicago Department of Computer Science
3768, 2005, 28, 14, 140, 
3769, 2002, 227, 72, 1023, 
3770, 2007, 61, 16, 233, 
3771, 2009, 18, 4, 82, 
3772, 2003, 82, 33, 356, 
3773, 2005, 41, 24, 176, 
3774, 2018, 4, 0, 28, 
3775, 2012, 30, 11, 152, Fraunhofer Institute for Intelligent Analysis and Information Systems (IAIS) Sankt Augustin Germany
3776, 2018, 2, 0, 18, 
3777, 2017, 6, 0, 37, 
3778, 2005, 163, 41, 709, University of Bonn Institute of Computer Science
3779, 1998, 192, 11, 918, Universidad Simón Bolívar Caracas Venezuela
3780, 2013, 14, 8, 56, East China Normal University Shanghai China
3781, 1991, 1010, 279, 4471, 
3782, 2007, 65, 19, 270, L3S Research Center Hannover Germany
3783, 2004, 134, 32, 635, L3S Research Center Hannover Germany
3784, 2017, 18, 0, 73, 
3785, 2016, 12, 7, 52, 
3786, 2011, 38, 13, 144, 
3787, 2008, 80, 22, 278, 
3788, 1988, 294, 121, 1202, 
3789, 2000, 103, 26, 446, 
3790, 2002, 29, 12, 113, 
3791, 2013, 25, 2, 96, 
3792, 2000, 53, 10, 180, 
3793, 2006, 165, 25, 752, Sun Yat-sen University School of Advanced Computing
3794, 2012, 19, 5, 45, 
3795, 1999, 86, 39, 267, Brown University Providence USA
3796, 2009, 44, 33, 193, 
3797, 2013, 14, 6, 72, Stanford University CA USA
3798, 1991, 1032, 347, 4286, 
3799, 1995, 279, 20, 1285, Tsinghua University Department of Computer Science
3800, 2016, 22, 6, 132, 
3801, 2013, 9, 5, 50, 
3802, 2014, 20, 8, 118, 
3803, 2001, 133, 48, 712, 
3804, 2003, 231, 89, 1042, 
3805, 2017, 14, 10, 38, University of Stavanger Norway
3806, 1994, 334, 91, 1373, 
3807, 2013, 13, 10, 53, 
3808, 1999, 69, 34, 295, 
3809, 2011, 37, 7, 203, 
3810, 2013, 69, 11, 367, Department of Biostatistics Epidemiology and Informatics University of Pennsylvania Philadelphia PA USA
3811, 2003, 95, 43, 385, 
3812, 2000, 67, 24, 314, 
3813, 1999, 84, 29, 336, 
3814, 2011, 40, 6, 184, 
3815, 2007, 69, 15, 324, 
3816, 1995, 30, 10, 135, 
3817, 1992, 30, 0, 125, 
3818, 2007, 47, 11, 235, 
3819, 1995, 257, 12, 1143, 
3820, 2009, 14, 9, 64, 
3821, 2014, 14, 8, 63, Tsinghua University Institute of Interdisciplinary Information Sciences Beijing China
3822, 1996, 387, 122, 1684, 
3823, 2009, 109, 18, 487, 
3824, 2014, 9, 5, 46, 
3825, 2011, 54, 9, 279, 
3826, 2006, 25, 13, 86, 
3827, 1995, 186, 73, 803, 
3828, 1992, 37, 8, 145, 
3829, 2003, 100, 36, 438, 
3830, 2015, 5, 2, 23, 
3831, 2013, 4, 1, 17, 
3832, 2012, 27, 18, 91, 
3833, 2005, 97, 6, 302, 
3834, 2009, 35, 17, 136, 
3835, 2013, 6, 4, 27, 
3836, 2014, 28, 20, 111, 
3837, 2011, 23, 10, 118, 
3838, 2004, 191, 80, 859, 
3839, 2007, 22, 11, 89, WalmartLabs
3840, 2008, 19, 5, 88, 
3841, 2015, 6, 5, 19, 
3842, 2010, 27, 13, 120, 
3843, 2016, 14, 11, 79, Shanghai Jiao Tong University Department of Computer Science and Engineering China
3844, 2015, 13, 11, 52, 
3845, 2007, 41, 25, 150, 
3846, 2009, 24, 14, 95, Yahoo Labs
3847, 2015, 6, 2, 28, University of Wisconsin Madison WI USA
3848, 2003, 32, 13, 128, 
3849, 1999, 115, 18, 592, Carnegie Mellon University
3850, 2000, 235, 63, 1032, 
3851, 2003, 61, 12, 261, 
3852, 2004, 74, 12, 334, 
3853, 2018, 4, 1, 31, 
3854, 2012, 12, 5, 88, 
3855, 2006, 46, 7, 265, 
3856, 2009, 26, 8, 166, 
3857, 1998, 282, 16, 1404, 
3858, 2003, 64, 9, 399, Federal University of São João del-Rei MG Brazil
3859, 1991, 140, 41, 639, 
3860, 1992, 90, 27, 388, 
3861, 2006, 9, 5, 37, 
3862, 2004, 112, 14, 487, 
3863, 2017, 18, 0, 106, 
3864, 1999, 133, 25, 715, University of Washington Seattle Washington USA
3865, 2006, 18, 9, 84, University of Washington Seattle Washington USA
3866, 1993, 343, 54, 1200, University of Washington Seattle Washington USA
3867, 2005, 105, 13, 522, 
3868, 1987, 348, 40, 1574, National University of Singapore (NUS)
3869, 1998, 144, 13, 617, National University of Singapore (NUS)
3870, 2006, 11, 9, 44, 
3871, 2006, 29, 13, 129, Korea Advanced Institute of Science and Technology (KAIST) Korea
3872, 2000, 45, 5, 200, 
3873, 1989, 15, 4, 66, Stanford University USA
3874, 2003, 67, 17, 253, University of Copenhagen Denmark
3875, 2006, 15, 3, 68, 
3876, 1996, 149, 118, 443, University of Oxford UK
3877, 2000, 144, 73, 395, University of Edinburgh UK
3878, 2006, 29, 13, 112, 
3879, 2006, 32, 5, 129, 
3880, 2004, 92, 15, 319, 
3881, 1998, 107, 15, 479, Georgia Institute of Technology Atlanta GA USA
3882, 2001, 90, 21, 378, 
3883, 1992, 96, 11, 445, Microsoft Research Redmond WA USA
3884, 2005, 20, 11, 98, 
3885, 2005, 13, 5, 54, 
3886, 2004, 12, 7, 59, NEC Labs America
3887, 1984, 333, 91, 1264, University of Michigan Ann Arbor USA
3888, 2004, 20, 10, 90, 
3889, 1985, 213, 35, 922, Purdue University West Lafayette USA
3890, 1990, 217, 36, 866, Purdue University West Lafayette USA
3891, 1983, 156, 8, 550, Swiss Federal Institute of Technology in Lausanne Switzerland
3892, 2002, 64, 21, 218, 
3893, 1993, 220, 21, 763, Karlsruhe Institute of Technology IPD Germany
3894, 1986, 446, 41, 1734, 
3895, 1993, 277, 19, 1153, 
3896, 2005, 67, 19, 228, The Ohio State University Columbus OH USA
3897, 2005, 21, 6, 93, Cornell University Ithaca USA
3898, 1997, 185, 49, 607, EPFL DATA Laboratory Switzerland
3899, 2005, 71, 10, 267, 
3900, 2000, 110, 16, 446, University of Texas at Arlington USA
3901, 1999, 96, 19, 372, Boston University USA
3902, 2007, 39, 16, 145, 
3903, 2004, 8, 4, 29, 
3904, 2002, 32, 13, 195, ETH Zurich Switzerland
3905, 2003, 76, 16, 291, 
3906, 1994, 251, 58, 841, ETH Zürich Switzerland
3907, 2005, 50, 30, 225, 
3908, 1997, 42, 6, 185, Microsoft Research
3909, 1977, 274, 78, 1182, Portland State University OR USA
3910, 2009, 12, 3, 59, Microsoft Bing
3911, 1973, 242, 187, 488, Microsoft Research
3912, 2001, 215, 40, 795, University of Minnesota USA
3913, 2001, 79, 23, 257, Swiss Federal Institute of Technology in Lausanne Switzerland
3914, 1993, 33, 11, 127, 
3915, 2004, 49, 15, 190, Télécom ParisTech Paris France
3916, 1995, 94, 43, 341, University of California San Diego USA
3917, 2004, 23, 3, 161, University of California Irvine USA
3918, 1997, 72, 6, 269, 
3919, 2007, 50, 32, 186, Arizona State University Tempe Arizona USA
3920, 2002, 154, 74, 669, 
3921, 2002, 122, 38, 470, Arizona State University
3922, 2003, 8, 6, 25, 
3923, 2004, 37, 15, 149, Temple University Philadelphia PA USA
3924, 1973, 237, 57, 846, University of Illinois at Chicago USA
3925, 2009, 29, 10, 110, Shenzhen University China
3926, 1982, 131, 57, 391, University of Illinois at Chicago USA
3927, 1989, 148, 22, 592, Binghamton University Vestal NY USA
3928, 1988, 105, 4, 394, University of Massachusetts Amherst USA
3929, 2000, 67, 23, 265, University of Massachusetts Amherst USA
3930, 2007, 39, 7, 222, 
3931, 2005, 51, 16, 245, 
3932, 2005, 25, 11, 107, Louisiana State University LA USA
3933, 1997, 34, 4, 138, 
3934, 1981, 113, 11, 517, Hasso Plattner Institute for IT Systems Engineering Potsdam
3935, 1999, 66, 0, 305, Hasso Plattner Institute Potsdam Germany
3936, 2006, 13, 8, 61, Hasso Plattner Institute Potsdam Germany
3937, 1998, 176, 98, 632, 
3938, 2004, 13, 1, 49, 
3939, 1999, 92, 20, 321, Rice University Houston USA
3940, 2006, 45, 12, 139, 
3941, 2003, 184, 55, 780, 
3942, 1989, 167, 143, 451, Google Research Mountain View CA USA
3943, 1994, 137, 58, 522, 
3944, 1993, 309, 93, 1092, Tel Aviv University School of Computer Science
3945, 2004, 61, 17, 292, 
3946, 2008, 23, 0, 94, 
3947, 1990, 420, 49, 1586, National University of Singapore (NUS)
3948, 1986, 170, 59, 608, University of Sydney Australia
3949, 2005, 42, 16, 183, LogicBlox Atlanta GA USA
3950, 2002, 63, 5, 332, Carnegie Mellon University Pittsburgh USA
3951, 1991, 235, 40, 1121, Swiss Federal Institute of Technology in Lausanne Switzerland
3952, 2006, 27, 8, 199, 
3953, 2005, 80, 25, 294, Tsinghua University Institute for Interdisciplinary Information Sciences (IIIS) Beijing China
3954, 2006, 71, 17, 228, 
3955, 2000, 147, 35, 510, University of California Berkeley USA
3956, 2001, 44, 37, 210, Microsoft Research
3957, 2000, 60, 13, 241, Microsoft Research
3958, 2002, 61, 19, 254, University of Maryland College Park USA
3959, 1995, 175, 58, 623, Technical University of Crete School of Electronic and Computer Engineering Chania Greece
3960, 2004, 115, 30, 391, University of Massachusetts Amherst MA USA
3961, 1997, 88, 41, 291, 
3962, 2003, 96, 36, 345, University of Waterloo Canada
3963, 1986, 105, 28, 361, AT&T Inc
3964, 1996, 64, 17, 277, 
3965, 2007, 26, 8, 133, 
3966, 2003, 20, 7, 69, Free University of Bozen-Bolzano Italy
3967, 2002, 67, 20, 262, Université de Caen Basse-Normandie France
3968, 2006, 14, 11, 60, 
3969, 2005, 27, 13, 107, University of Waterloo
3970, 2001, 114, 24, 524, University of Waterloo Canada
3971, 1986, 142, 86, 393, School of Computer Science University of Waterloo
3972, 2008, 7, 6, 16, 
3973, 1985, 123, 73, 321, University at Buffalo USA
3974, 2005, 36, 8, 196, Daegu Gyeongbuk Institute of Science & Technology DGIST
3975, 2005, 38, 12, 198, 
3976, 1994, 42, 10, 145, AT&T Inc
3977, 2007, 23, 5, 123, 
3978, 2004, 35, 14, 189, Yahoo Research
3979, 2000, 55, 28, 228, 
3980, 1998, 70, 11, 337, Brown University USA
3981, 2005, 29, 7, 149, 
3982, 2009, 6, 2, 43, 
3983, 2009, 11, 5, 69, 
3984, 2009, 2, 0, 11, 
3985, 2005, 207, 65, 1061, 
3986, 2005, 86, 18, 285, 
3987, 2005, 13, 7, 63, University of Illinois at Urbana-Champaign Urbana IL USA
3988, 2005, 5, 1, 22, 
3989, 2007, 11, 7, 38, Cornell University Ithaca USA
3990, 1991, 74, 24, 236, 
3991, 2005, 36, 6, 147, 
3992, 2004, 64, 28, 194, 
3993, 2004, 137, 21, 592, Nanyang Technological University Singapore
3994, 2001, 190, 77, 615, Chinese University of Hong Kong
3995, 2005, 91, 32, 341, Aarhus University Denmark
3996, 2006, 13, 6, 44, 
3997, 2002, 20, 1, 86, 
3998, 2009, 25, 8, 112, 
3999, 1993, 299, 21, 1187, Ludwig Maximilians University of Munich Institute for Computer Science
4000, 2006, 11, 4, 80, 
4001, 1996, 157, 88, 502, University of Pennsylvania Philadelphia PA USA
4002, 2003, 29, 10, 141, 
4003, 2005, 67, 29, 280, 
4004, 1982, 102, 14, 346, 
4005, 2006, 103, 18, 454, Peking University Institute of Computer Science and Technology (ICST) Beijing China
4006, 1980, 263, 75, 822, University of Waterloo David R. Cheriton School of Computer Science Canada
4007, 2009, 20, 8, 73, 
4008, 2003, 112, 27, 430, Hong Kong University of Science and Technology
4009, 2003, 117, 36, 539, 
4010, 2009, 3, 1, 14, 
4011, 2002, 69, 28, 356, Yale University New Haven Connecticut USA
4012, 2003, 39, 2, 260, DePaul University School of Computing Chicago IL USA
4013, 1976, 228, 44, 821, Yale University New Haven Connecticut USA
4014, 1986, 221, 25, 997, University of Wisconsin Madison WI USA
4015, 1995, 217, 55, 789, North Carolina State University Raleigh USA
4016, 1988, 235, 96, 976, 
4017, 2008, 14, 10, 38, University of Freiburg Department of Computer Science
4018, 2007, 43, 12, 266, metaphacts GmbH Walldorf
4019, 1981, 158, 42, 480, University of Freiburg Germany
4020, 1988, 135, 19, 390, University of Mannheim Germany
4021, 2003, 163, 35, 669, TU Munich Faculty of Computer Science Germany
4022, 1994, 80, 6, 315, Microsoft Research
4023, 2000, 39, 3, 191, 
4024, 2001, 100, 58, 288, University of California Santa Cruz USA
4025, 2004, 41, 11, 230, University of California Santa Cruz USA
4026, 1979, 193, 62, 537, University of California Santa Cruz USA
4027, 1996, 115, 15, 472, University of California Santa Cruz USA
4028, 2008, 34, 0, 111, 
4029, 2006, 28, 12, 120, 
4030, 1997, 46, 21, 218, Google Kirkland WA USA
4031, 2004, 53, 15, 207, University of Macau
4032, 1996, 13, 3, 52, 
4033, 2004, 73, 18, 296, University of Michigan Ann Arbor USA
4034, 2008, 34, 4, 121, 
4035, 1989, 162, 18, 597, 
4036, 2007, 25, 7, 100, 
4037, 2007, 74, 16, 289, Monash University
4038, 2006, 112, 13, 531, University of Technology Sydney School of Software Centre for Artificial Intelligence NSW Australia
4039, 2003, 208, 52, 946, 
4040, 2006, 26, 19, 105, 
4041, 1985, 180, 29, 745, University of Hong Kong
4042, 2006, 53, 19, 197, 
4043, 1977, 288, 57, 855, University of California Los Angeles USA
4044, 2009, 23, 4, 117, 
4045, 2003, 121, 31, 445, 
4046, 2008, 50, 5, 301, 
4047, 2006, 35, 21, 160, 
4048, 2003, 51, 17, 190, 
4049, 1975, 307, 100, 800, University of Maryland College Park USA
4050, 1997, 13, 5, 77, 
4051, 1998, 43, 17, 184, 
4052, 2006, 3, 0, 14, 
4053, 1980, 177, 20, 823, Brown University Providence USA
4054, 2006, 16, 10, 76, 
4055, 2005, 7, 2, 22, 
4056, 2001, 100, 23, 358, Duke University Durham USA
4057, 2003, 35, 5, 142, University of Copenhagen (DIKU) Copenhagen Denmark
4058, 2008, 11, 2, 69, 
4059, 2007, 13, 5, 77, Cornell University Ithaca USA
4060, 2002, 28, 6, 145, Cornell University Ithaca USA
4061, 2007, 29, 10, 107, 
4062, 1993, 136, 22, 532, University of Toronto Canada
4063, 2002, 10, 4, 42, 
4064, 2001, 4, 2, 14, University of Wisconsin USA
4065, 2007, 12, 6, 92, 
4066, 2001, 66, 2, 298, 
4067, 2007, 24, 9, 112, 
4068, 2003, 35, 12, 202, 
4069, 1996, 45, 8, 195, Megagon Labs
4070, 2001, 31, 7, 140, IBM Research
4071, 1988, 166, 72, 543, Columbia University New York City USA
4072, 2002, 25, 13, 109, 
4073, 2003, 21, 16, 73, 
4074, 1990, 43, 4, 179, IBM Research
4075, 2009, 4, 1, 19, 
4076, 2000, 42, 16, 288, 
4077, 2005, 15, 9, 60, 
4078, 2002, 50, 15, 217, University of Augsburg Department of Computer Science Germany
4079, 2007, 3, 0, 19, 
4080, 2001, 13, 7, 64, Facebook
4081, 1994, 12, 3, 77, 
4082, 2009, 5, 0, 47, 
4083, 2009, 2, 0, 10, 
4084, 2003, 9, 2, 66, 
4085, 1987, 21, 8, 87, 
4086, 1984, 17, 6, 100, 
4087, 1992, 25, 5, 137, 
4088, 2002, 45, 9, 304, 
4089, 2004, 13, 3, 87, 
4090, 2000, 37, 8, 295, 
4091, 2004, 17, 4, 88, 
4092, 2005, 19, 1, 145, 
4093, 2003, 30, 3, 228, 
4094, 2005, 60, 9, 466, 
4095, 1979, 111, 22, 781, 
4096, 1992, 12, 0, 42, 
4097, 2005, 17, 9, 101, 
4098, 2009, 6, 4, 45, 
4099, 2009, 5, 0, 18, 
4100, 2002, 27, 5, 152, 
4101, 2006, 11, 6, 48, Cornell University Ithaca USA
4102, 2005, 8, 4, 30, 
4103, 1996, 441, 41, 1783, Dresden University of Technology Germany
4104, 2008, 36, 8, 211, Hasso Plattner Institute Potsdam
4105, 1984, 86, 15, 290, INRIA France
4106, 1996, 12, 1, 57, 
4107, 2009, 4, 0, 25, 
4108, 2006, 8, 5, 40, 
4109, 2009, 3, 2, 23, 
4110, 1992, 233, 49, 1161, UC Berkeley
4111, 2009, 5, 0, 44, 
4112, 2000, 19, 10, 138, 
4113, 1994, 8, 1, 59, 
4114, 2008, 5, 0, 58, 
4115, 2008, 3, 0, 23, Oracle Corporation Redwood City USA
4116, 1994, 7, 2, 42, 
4117, 1993, 43, 9, 188, Stanford University USA
4118, 2009, 9, 6, 26, 
4119, 2007, 28, 9, 185, Northwestern University Evanston IL USA
4120, 2007, 12, 7, 57, 
4121, 1998, 12, 0, 77, 
4122, 2003, 14, 5, 63, 
4123, 1973, 203, 45, 834, University of Wisconsin-Madison Madison USA
4124, 1994, 146, 14, 579, University of Wisconsin Madison WI USA
4125, 1972, 361, 171, 1550, Massachusetts Institute of Technology Cambridge USA
4126, 2007, 26, 9, 126, 
4127, 2001, 115, 31, 513, 
4128, 2001, 77, 25, 323, 
4129, 2008, 5, 1, 46, 
4130, 2001, 11, 4, 93, 
4131, 1996, 36, 9, 166, 
4132, 2008, 5, 0, 46, 
4133, 2001, 13, 5, 75, 
4134, 2009, 12, 8, 47, 
4135, 2003, 27, 6, 142, 
4136, 2002, 47, 23, 216, 
4137, 2004, 51, 22, 158, University of Paris Sud France
4138, 1994, 39, 9, 251, 
4139, 2004, 75, 15, 307, Columbia University New York City USA
4140, 2004, 54, 21, 256, 
4141, 2009, 3, 0, 45, 
4142, 2009, 7, 1, 52, 
4143, 2004, 5, 0, 88, 
4144, 1978, 527, 178, 2114, 
4145, 1990, 25, 7, 103, 
4146, 2004, 20, 1, 101, 
4147, 2000, 21, 12, 98, 
4148, 2009, 7, 1, 60, 
